Cluster Representative	P-P Genomes
IMGVR_UViG_3300024978_000009	IMGVR_UViG_3300006183_000005
IMGVR_UViG_3300024978_000009	IMGVR_UViG_3300006189_000003
IMGVR_UViG_3300024978_000009	IMGVR_UViG_3300003481_000003
IMGVR_UViG_3300024978_000009	IMGVR_UViG_3300003426_000019
IMGVR_UViG_3300024980_000003	IMGVR_UViG_3300024980_000003
IMGVR_UViG_3300024982_000009	IMGVR_UViG_3300024982_000009
IMGVR_UViG_3300024985_000004	IMGVR_UViG_3300024985_000004
IMGVR_UViG_3300024988_000010	IMGVR_UViG_3300024988_000010
IMGVR_UViG_3300024992_000007	IMGVR_UViG_3300024992_000007
IMGVR_UViG_3300024992_000007	IMGVR_UViG_3300006095_000021
IMGVR_UViG_3300024992_000007	IMGVR_UViG_3300006184_000013
IMGVR_UViG_3300024992_000007	IMGVR_UViG_3300006185_000004
IMGVR_UViG_3300024992_000007	IMGVR_UViG_3300024989_000006
IMGVR_UViG_3300024998_000020	IMGVR_UViG_3300024998_000020
IMGVR_UViG_3300024999_000035	IMGVR_UViG_3300024999_000035
IMGVR_UViG_3300024999_000034	IMGVR_UViG_3300024999_000034
IMGVR_UViG_3300024999_000501	IMGVR_UViG_3300024999_000501
IMGVR_UViG_3300024999_000045	IMGVR_UViG_3300024999_000045
IMGVR_UViG_3300025000_000087	IMGVR_UViG_3300025000_000087
IMGVR_UViG_3300025000_000057	IMGVR_UViG_3300025000_000057
IMGVR_UViG_3300025000_000121	IMGVR_UViG_3300025000_000121
IMGVR_UViG_3300025006_000010	IMGVR_UViG_3300025006_000010
IMGVR_UViG_3300025006_000007	IMGVR_UViG_3300025006_000007
IMGVR_UViG_3300025009_000106	IMGVR_UViG_3300025009_000106
IMGVR_UViG_3300025009_000279	IMGVR_UViG_3300025009_000279
IMGVR_UViG_3300025009_000067	IMGVR_UViG_3300025009_000067
IMGVR_UViG_3300025010_000027	IMGVR_UViG_3300025010_000027
IMGVR_UViG_3300025010_000043	IMGVR_UViG_3300025010_000043
IMGVR_UViG_3300025010_000043	IMGVR_UViG_3300025154_000068
IMGVR_UViG_3300025010_000118	IMGVR_UViG_3300025010_000118
IMGVR_UViG_3300025010_000118	IMGVR_UViG_3300001242_000110
IMGVR_UViG_3300025010_000118	IMGVR_UViG_3300025000_000396
IMGVR_UViG_3300025011_000017	IMGVR_UViG_3300025011_000017
IMGVR_UViG_3300025011_000036	IMGVR_UViG_3300025011_000036
IMGVR_UViG_3300025012_000309	IMGVR_UViG_3300025012_000309
IMGVR_UViG_3300025012_000026	IMGVR_UViG_3300025012_000026
IMGVR_UViG_3300025014_000005	IMGVR_UViG_3300025014_000005
IMGVR_UViG_3300025028_000003	IMGVR_UViG_3300025028_000003
IMGVR_UViG_3300025030_000315	IMGVR_UViG_3300025030_000315
IMGVR_UViG_3300025030_000261	IMGVR_UViG_3300025030_000261
IMGVR_UViG_3300025030_000169	IMGVR_UViG_3300025030_000169
IMGVR_UViG_3300025030_000169	IMGVR_UViG_3300025309_000023
IMGVR_UViG_3300025038_000006	IMGVR_UViG_3300025038_000006
IMGVR_UViG_3300025038_000010	IMGVR_UViG_3300025038_000010
IMGVR_UViG_3300025038_000010	IMGVR_UViG_3300006988_000010
IMGVR_UViG_3300025049_000003	IMGVR_UViG_3300025049_000003
IMGVR_UViG_3300025061_000006	IMGVR_UViG_3300025061_000006
IMGVR_UViG_3300025061_000006	IMGVR_UViG_3300008051_000009
IMGVR_UViG_3300025065_000017	IMGVR_UViG_3300025065_000017
IMGVR_UViG_3300025067_000002	IMGVR_UViG_3300025067_000002
IMGVR_UViG_3300025070_000243	IMGVR_UViG_3300025070_000243
IMGVR_UViG_3300025070_000290	IMGVR_UViG_3300025070_000290
IMGVR_UViG_3300025070_000290	IMGVR_UViG_3300010150_000538
IMGVR_UViG_3300025070_000290	IMGVR_UViG_3300025098_000427
IMGVR_UViG_3300025070_000290	IMGVR_UViG_3300025108_000594
IMGVR_UViG_3300025070_000290	IMGVR_UViG_3300025083_000535
IMGVR_UViG_3300025070_000290	IMGVR_UViG_3300006990_000463
IMGVR_UViG_3300025071_000125	IMGVR_UViG_3300025071_000125
IMGVR_UViG_3300025082_000153	IMGVR_UViG_3300025082_000153
IMGVR_UViG_3300025085_000183	IMGVR_UViG_3300025085_000183
IMGVR_UViG_3300025085_000183	IMGVR_UViG_3300006924_000352
IMGVR_UViG_3300025085_000183	IMGVR_UViG_3300006925_000153
IMGVR_UViG_3300025086_000798	IMGVR_UViG_3300025086_000798
IMGVR_UViG_3300025086_000767	IMGVR_UViG_3300025086_000767
IMGVR_UViG_3300025086_000570	IMGVR_UViG_3300025086_000570
IMGVR_UViG_3300025102_000427	IMGVR_UViG_3300025102_000427
IMGVR_UViG_3300025107_000011	IMGVR_UViG_3300025107_000011
IMGVR_UViG_3300025108_000396	IMGVR_UViG_3300025108_000396
IMGVR_UViG_3300025108_000396	IMGVR_UViG_3300025085_000392
IMGVR_UViG_3300025108_000396	IMGVR_UViG_3300006990_000339
IMGVR_UViG_3300025108_000396	IMGVR_UViG_3300025084_000471
IMGVR_UViG_3300025108_000428	IMGVR_UViG_3300025108_000428
IMGVR_UViG_3300025108_000499	IMGVR_UViG_3300025108_000499
IMGVR_UViG_3300025108_000639	IMGVR_UViG_3300025108_000639
IMGVR_UViG_3300025112_000374	IMGVR_UViG_3300025112_000374
IMGVR_UViG_3300025112_000374	IMGVR_UViG_3300025131_001525
IMGVR_UViG_3300025112_000374	IMGVR_UViG_3300022227_000150
IMGVR_UViG_3300025112_000374	IMGVR_UViG_3300025122_000662
IMGVR_UViG_3300025112_000660	IMGVR_UViG_3300025112_000660
IMGVR_UViG_3300025114_000028	IMGVR_UViG_3300025114_000028
IMGVR_UViG_3300025114_000028	IMGVR_UViG_3300006927_000062
IMGVR_UViG_3300025114_000028	IMGVR_UViG_3300006738_000064
IMGVR_UViG_2545824708_000006	IMGVR_UViG_2545824708_000006
IMGVR_UViG_2545824708_000006	IMGVR_UViG_3300029249_000041
IMGVR_UViG_2545824708_000006	IMGVR_UViG_2526164668_000001
IMGVR_UViG_2545824708_000006	Gammaproteobacteria_gi_425299344
IMGVR_UViG_2545824712_000001	IMGVR_UViG_2545824712_000001
IMGVR_UViG_2545824712_000001	IMGVR_UViG_2545824709_000003
IMGVR_UViG_2545824712_000001	IMGVR_UViG_2545824713_000003
IMGVR_UViG_2545824718_000004	IMGVR_UViG_2545824718_000004
IMGVR_UViG_2545824718_000004	IMGVR_UViG_2545824716_000004
IMGVR_UViG_2545824719_000004	IMGVR_UViG_2545824719_000004
IMGVR_UViG_2545824721_000001	IMGVR_UViG_2545824721_000001
IMGVR_UViG_2545824726_000001	IMGVR_UViG_2545824726_000001
IMGVR_UViG_2545824738_000001	IMGVR_UViG_2545824738_000001
IMGVR_UViG_2547132418_000004	IMGVR_UViG_2547132418_000004
IMGVR_UViG_2547132418_000004	IMGVR_UViG_2531839127_000006
IMGVR_UViG_2547132418_000004	IMGVR_UViG_2531839131_000005
IMGVR_UViG_2547132418_000004	IMGVR_UViG_2534681628_000004
IMGVR_UViG_2554235492_000002	IMGVR_UViG_2554235492_000002
IMGVR_UViG_2558860434_000001	IMGVR_UViG_2558860434_000001
IMGVR_UViG_2558860434_000001	IMGVR_UViG_2558860435_000002
IMGVR_UViG_2558860438_000002	IMGVR_UViG_2558860438_000002
IMGVR_UViG_2558860444_000001	IMGVR_UViG_2558860444_000001
IMGVR_UViG_2558860444_000001	IMGVR_UViG_2558860446_000001
IMGVR_UViG_2558860455_000002	IMGVR_UViG_2558860455_000002
IMGVR_UViG_2558860462_000001	IMGVR_UViG_2558860462_000001
IMGVR_UViG_2562617068_000001	IMGVR_UViG_2562617068_000001
IMGVR_UViG_2562617071_000002	IMGVR_UViG_2562617071_000002
IMGVR_UViG_2562617072_000003	IMGVR_UViG_2562617072_000003
IMGVR_UViG_2562617086_000004	IMGVR_UViG_2562617086_000004
IMGVR_UViG_2562617086_000004	IMGVR_UViG_2534682252_000004
IMGVR_UViG_2562617086_000004	IMGVR_UViG_641736222_000007
IMGVR_UViG_2562617086_000004	IMGVR_UViG_2526164604_000002
IMGVR_UViG_2562617086_000004	IMGVR_UViG_2534682325_000006
IMGVR_UViG_2562617086_000004	IMGVR_UViG_2541047123_000005
IMGVR_UViG_2562617086_000004	IMGVR_UViG_2541047165_000004
IMGVR_UViG_2562617086_000004	IMGVR_UViG_2541047434_000010
IMGVR_UViG_2562617086_000004	Gammaproteobacteria_gi_452721421
IMGVR_UViG_2562617087_000005	IMGVR_UViG_2562617087_000005
IMGVR_UViG_2562617087_000005	IMGVR_UViG_2562617086_000002
IMGVR_UViG_2563367006_000002	IMGVR_UViG_2563367006_000002
IMGVR_UViG_2563367008_000004	IMGVR_UViG_2563367008_000004
IMGVR_UViG_2563367189_000003	IMGVR_UViG_2563367189_000003
IMGVR_UViG_2563367190_000003	IMGVR_UViG_2563367190_000003
IMGVR_UViG_2563367190_000003	IMGVR_UViG_2563367191_000004
IMGVR_UViG_2563367190_000004	IMGVR_UViG_2563367190_000004
IMGVR_UViG_2563367191_000007	IMGVR_UViG_2563367191_000007
IMGVR_UViG_2565956772_000003	IMGVR_UViG_2565956772_000003
IMGVR_UViG_2565956772_000005	IMGVR_UViG_2565956772_000005
IMGVR_UViG_2568526206_000002	IMGVR_UViG_2568526206_000002
IMGVR_UViG_2568526447_000004	IMGVR_UViG_2568526447_000004
IMGVR_UViG_2571042120_000001	IMGVR_UViG_2571042120_000001
IMGVR_UViG_2571042196_000006	IMGVR_UViG_2571042196_000006
IMGVR_UViG_2571042322_000003	IMGVR_UViG_2571042322_000003
IMGVR_UViG_2571042438_000003	IMGVR_UViG_2571042438_000003
IMGVR_UViG_2571042690_000003	IMGVR_UViG_2571042690_000003
IMGVR_UViG_2571042690_000007	IMGVR_UViG_2571042690_000007
IMGVR_UViG_2574180307_000002	IMGVR_UViG_2574180307_000002
IMGVR_UViG_2576861588_000001	IMGVR_UViG_2576861588_000001
IMGVR_UViG_2579778564_000001	IMGVR_UViG_2579778564_000001
IMGVR_UViG_2579778564_000005	IMGVR_UViG_2579778564_000005
IMGVR_UViG_2579778564_000007	IMGVR_UViG_2579778564_000007
IMGVR_UViG_2579778686_000003	IMGVR_UViG_2579778686_000003
IMGVR_UViG_2579779049_000003	IMGVR_UViG_2579779049_000003
IMGVR_UViG_2579779049_000010	IMGVR_UViG_2579779049_000010
IMGVR_UViG_637000107_000002	IMGVR_UViG_637000107_000002
IMGVR_UViG_637000107_000002	IMGVR_UViG_2541047429_000002
IMGVR_UViG_637000107_000002	IMGVR_UViG_2534682324_000006
IMGVR_UViG_637000107_000002	IMGVR_UViG_2526164602_000001
IMGVR_UViG_637000107_000002	IMGVR_UViG_2529293042_000006
IMGVR_UViG_637000107_000002	IMGVR_UViG_2534681937_000005
IMGVR_UViG_637000107_000002	IMGVR_UViG_2534681940_000005
IMGVR_UViG_637000107_000002	IMGVR_UViG_2541047165_000001
IMGVR_UViG_637000107_000002	IMGVR_UViG_2541047434_000002
IMGVR_UViG_637000349_000002	IMGVR_UViG_637000349_000002
IMGVR_UViG_637000349_000003	IMGVR_UViG_637000349_000003
IMGVR_UViG_637000349_000003	IMGVR_UViG_641522660_000003
IMGVR_UViG_637000349_000003	Gammaproteobacteria_gi_386083114-1573852-1588909
IMGVR_UViG_637000352_000001	IMGVR_UViG_637000352_000001
IMGVR_UViG_637000352_000001	Gammaproteobacteria_gi_482816921
IMGVR_UViG_637000352_000001	Gammaproteobacteria_gi_484331101
IMGVR_UViG_637000352_000001	NC_004838
IMGVR_UViG_637000352_000001	NZ_CP006790
IMGVR_UViG_639633008_000001	IMGVR_UViG_639633008_000001
IMGVR_UViG_639633008_000001	NC_008598
IMGVR_UViG_640069307_000001	IMGVR_UViG_640069307_000001
IMGVR_UViG_640069307_000001	CP000621
IMGVR_UViG_640753020_000001	IMGVR_UViG_640753020_000001
IMGVR_UViG_640753020_000001	NC_009466
IMGVR_UViG_640753023_000001	IMGVR_UViG_640753023_000001
IMGVR_UViG_640753024_000002	IMGVR_UViG_640753024_000002
IMGVR_UViG_640753048_000001	IMGVR_UViG_640753048_000001
IMGVR_UViG_640753048_000001	NC_009829
IMGVR_UViG_641210409_000001	IMGVR_UViG_641210409_000001
IMGVR_UViG_641210409_000001	NC_007186
IMGVR_UViG_641228477_000001	IMGVR_UViG_641228477_000001
IMGVR_UViG_641228477_000001	NC_010182
IMGVR_UViG_641228512_000001	IMGVR_UViG_641228512_000001
IMGVR_UViG_641228512_000001	NC_010158
IMGVR_UViG_641522660_000002	IMGVR_UViG_641522660_000002
IMGVR_UViG_641736143_000001	IMGVR_UViG_641736143_000001
IMGVR_UViG_641736211_000004	IMGVR_UViG_641736211_000004
IMGVR_UViG_641736214_000008	IMGVR_UViG_641736214_000008
IMGVR_UViG_641736214_000008	IMGVR_UViG_2529293042_000008
IMGVR_UViG_641736214_000008	IMGVR_UViG_2529293045_000007
IMGVR_UViG_641736214_000008	IMGVR_UViG_2541047164_000009
IMGVR_UViG_3300030002_000070	IMGVR_UViG_3300030002_000070
IMGVR_UViG_3300030002_000070	IMGVR_UViG_3300031722_000108
IMGVR_UViG_3300030041_000067	IMGVR_UViG_3300030041_000067
IMGVR_UViG_3300030041_000067	IMGVR_UViG_3300029914_000200
IMGVR_UViG_3300030041_000067	IMGVR_UViG_3300029915_000128
IMGVR_UViG_3300030045_000047	IMGVR_UViG_3300030045_000047
IMGVR_UViG_3300030045_000047	IMGVR_UViG_3300028783_000049
IMGVR_UViG_3300030045_000047	IMGVR_UViG_3300028766_000059
IMGVR_UViG_3300030055_000003	IMGVR_UViG_3300030055_000003
IMGVR_UViG_3300030055_000003	IMGVR_UViG_3300028645_000002
IMGVR_UViG_3300030055_000003	IMGVR_UViG_3300028739_000003
IMGVR_UViG_3300030055_000003	IMGVR_UViG_3300030838_000002
IMGVR_UViG_3300030294_000153	IMGVR_UViG_3300030294_000153
IMGVR_UViG_3300030294_000068	IMGVR_UViG_3300030294_000068
IMGVR_UViG_3300030339_000002	IMGVR_UViG_3300030339_000002
IMGVR_UViG_3300030339_000002	IMGVR_UViG_3300028864_000013
IMGVR_UViG_3300030339_000002	IMGVR_UViG_3300030685_000012
IMGVR_UViG_3300030339_000002	IMGVR_UViG_3300029923_000002
IMGVR_UViG_3300030399_000003	IMGVR_UViG_3300030399_000003
IMGVR_UViG_3300030399_000003	IMGVR_UViG_3300028742_000009
IMGVR_UViG_3300030399_000003	IMGVR_UViG_3300028775_000008
IMGVR_UViG_3300030399_000003	IMGVR_UViG_3300030617_000012
IMGVR_UViG_3300030399_000003	IMGVR_UViG_3300028781_000013
IMGVR_UViG_3300030399_000003	IMGVR_UViG_3300030524_000004
IMGVR_UViG_3300030399_000006	IMGVR_UViG_3300030399_000006
IMGVR_UViG_3300030399_000006	IMGVR_UViG_3300029951_000015
IMGVR_UViG_3300030497_000027	IMGVR_UViG_3300030497_000027
IMGVR_UViG_3300030497_000031	IMGVR_UViG_3300030497_000031
IMGVR_UViG_3300030497_000031	IMGVR_UViG_3300027628_000051
IMGVR_UViG_3300030497_000038	IMGVR_UViG_3300030497_000038
IMGVR_UViG_3300030497_000051	IMGVR_UViG_3300030497_000051
IMGVR_UViG_3300030497_000051	IMGVR_UViG_3300003846_000026
IMGVR_UViG_3300030498_000002	IMGVR_UViG_3300030498_000002
IMGVR_UViG_3300030507_000011	IMGVR_UViG_3300030507_000011
IMGVR_UViG_3300030507_000011	IMGVR_UViG_3300029954_000007
IMGVR_UViG_3300030507_000011	IMGVR_UViG_3300031261_000008
IMGVR_UViG_3300030508_000039	IMGVR_UViG_3300030508_000039
IMGVR_UViG_3300030509_000002	IMGVR_UViG_3300030509_000002
IMGVR_UViG_3300030509_000002	IMGVR_UViG_3300028806_000008
IMGVR_UViG_3300030509_000002	IMGVR_UViG_3300030013_000004
IMGVR_UViG_3300030509_000002	IMGVR_UViG_3300030053_000001
IMGVR_UViG_3300030509_000002	IMGVR_UViG_3300030007_000001
IMGVR_UViG_3300030509_000002	IMGVR_UViG_3300028863_000005
IMGVR_UViG_3300030512_000039	IMGVR_UViG_3300030512_000039
IMGVR_UViG_3300030516_000004	IMGVR_UViG_3300030516_000004
IMGVR_UViG_3300030519_000020	IMGVR_UViG_3300030519_000020
IMGVR_UViG_3300030523_000007	IMGVR_UViG_3300030523_000007
IMGVR_UViG_3300030523_000007	IMGVR_UViG_3300031452_000008
IMGVR_UViG_3300030523_000007	IMGVR_UViG_3300031450_000009
IMGVR_UViG_3300030606_000089	IMGVR_UViG_3300030606_000089
IMGVR_UViG_3300030737_000011	IMGVR_UViG_3300030737_000011
IMGVR_UViG_3300030753_000002	IMGVR_UViG_3300030753_000002
IMGVR_UViG_3300030753_000002	IMGVR_UViG_3300006021_000001
IMGVR_UViG_3300030753_000002	IMGVR_UViG_3300030692_000003
IMGVR_UViG_3300030838_000043	IMGVR_UViG_3300030838_000043
IMGVR_UViG_3300031084_000005	IMGVR_UViG_3300031084_000005
IMGVR_UViG_3300031084_000053	IMGVR_UViG_3300031084_000053
IMGVR_UViG_3300031087_000025	IMGVR_UViG_3300031087_000025
IMGVR_UViG_3300031087_000119	IMGVR_UViG_3300031087_000119
IMGVR_UViG_3300031087_000031	IMGVR_UViG_3300031087_000031
IMGVR_UViG_3300031087_000120	IMGVR_UViG_3300031087_000120
IMGVR_UViG_3300031087_000034	IMGVR_UViG_3300031087_000034
IMGVR_UViG_3300031087_000034	IMGVR_UViG_3300031414_000043
IMGVR_UViG_3300031088_000128	IMGVR_UViG_3300031088_000128
IMGVR_UViG_3300031088_000017	IMGVR_UViG_3300031088_000017
IMGVR_UViG_3300031110_000056	IMGVR_UViG_3300031110_000056
IMGVR_UViG_3300031110_000056	IMGVR_UViG_3300031372_000092
IMGVR_UViG_3300031110_000056	IMGVR_UViG_3300026472_000042
IMGVR_UViG_3300031110_000047	IMGVR_UViG_3300031110_000047
IMGVR_UViG_3300031110_000008	IMGVR_UViG_3300031110_000008
IMGVR_UViG_3300031111_000041	IMGVR_UViG_3300031111_000041
IMGVR_UViG_3300031112_000029	IMGVR_UViG_3300031112_000029
IMGVR_UViG_3300031112_000019	IMGVR_UViG_3300031112_000019
IMGVR_UViG_3300031112_000019	IMGVR_UViG_3300031370_000038
IMGVR_UViG_3300031112_000019	IMGVR_UViG_3300031416_000034
IMGVR_UViG_3300031112_000021	IMGVR_UViG_3300031112_000021
IMGVR_UViG_3300031112_000069	IMGVR_UViG_3300031112_000069
IMGVR_UViG_3300031132_000016	IMGVR_UViG_3300031132_000016
IMGVR_UViG_3300031132_000075	IMGVR_UViG_3300031132_000075
IMGVR_UViG_3300031134_000040	IMGVR_UViG_3300031134_000040
IMGVR_UViG_3300031134_000041	IMGVR_UViG_3300031134_000041
IMGVR_UViG_3300031143_000003	IMGVR_UViG_3300031143_000003
IMGVR_UViG_3300031151_000071	IMGVR_UViG_3300031151_000071
IMGVR_UViG_3300031151_000004	IMGVR_UViG_3300031151_000004
IMGVR_UViG_3300031151_000073	IMGVR_UViG_3300031151_000073
IMGVR_UViG_3300031158_000001	IMGVR_UViG_3300031158_000001
IMGVR_UViG_3300031158_000001	IMGVR_UViG_3300031160_000002
IMGVR_UViG_3300031158_000001	IMGVR_UViG_3300031179_000001
IMGVR_UViG_3300031158_000001	IMGVR_UViG_3300031467_000001
IMGVR_UViG_3300031158_000001	IMGVR_UViG_3300031181_000002
IMGVR_UViG_3300031158_000003	IMGVR_UViG_3300031158_000003
IMGVR_UViG_3300031159_000005	IMGVR_UViG_3300031159_000005
IMGVR_UViG_3300031159_000005	IMGVR_UViG_3300031183_000008
IMGVR_UViG_3300011920_000003	IMGVR_UViG_3300011920_000003
IMGVR_UViG_3300011937_000003	IMGVR_UViG_3300011937_000003
IMGVR_UViG_3300011939_000001	IMGVR_UViG_3300011939_000001
IMGVR_UViG_3300011939_000002	IMGVR_UViG_3300011939_000002
IMGVR_UViG_3300011956_000001	IMGVR_UViG_3300011956_000001
IMGVR_UViG_3300011956_000002	IMGVR_UViG_3300011956_000002
IMGVR_UViG_3300011960_000007	IMGVR_UViG_3300011960_000007
IMGVR_UViG_3300011966_000008	IMGVR_UViG_3300011966_000008
IMGVR_UViG_3300012001_000006	IMGVR_UViG_3300012001_000006
IMGVR_UViG_3300012001_000055	IMGVR_UViG_3300012001_000055
IMGVR_UViG_3300012018_000073	IMGVR_UViG_3300012018_000073
IMGVR_UViG_3300012020_000024	IMGVR_UViG_3300012020_000024
IMGVR_UViG_3300012078_000004	IMGVR_UViG_3300012078_000004
IMGVR_UViG_3300012078_000025	IMGVR_UViG_3300012078_000025
IMGVR_UViG_3300012080_000004	IMGVR_UViG_3300012080_000004
IMGVR_UViG_3300012125_000007	IMGVR_UViG_3300012125_000007
IMGVR_UViG_3300012126_000007	IMGVR_UViG_3300012126_000007
IMGVR_UViG_3300012145_000018	IMGVR_UViG_3300012145_000018
IMGVR_UViG_3300012167_000039	IMGVR_UViG_3300012167_000039
IMGVR_UViG_3300012179_000023	IMGVR_UViG_3300012179_000023
IMGVR_UViG_3300012200_000027	IMGVR_UViG_3300012200_000027
IMGVR_UViG_3300012263_000020	IMGVR_UViG_3300012263_000020
IMGVR_UViG_3300012267_000001	IMGVR_UViG_3300012267_000001
IMGVR_UViG_3300012274_000005	IMGVR_UViG_3300012274_000005
IMGVR_UViG_3300012276_000001	IMGVR_UViG_3300012276_000001
IMGVR_UViG_3300012281_000001	IMGVR_UViG_3300012281_000001
IMGVR_UViG_3300012281_000006	IMGVR_UViG_3300012281_000006
IMGVR_UViG_3300012283_000001	IMGVR_UViG_3300012283_000001
IMGVR_UViG_3300012304_000002	IMGVR_UViG_3300012304_000002
IMGVR_UViG_3300012304_000002	IMGVR_UViG_3300012329_000002
IMGVR_UViG_3300012334_000002	IMGVR_UViG_3300012334_000002
IMGVR_UViG_3300012334_000002	IMGVR_UViG_3300012305_000003
IMGVR_UViG_3300012334_000002	IMGVR_UViG_3300012456_000003
IMGVR_UViG_3300012334_000002	IMGVR_UViG_3300013175_000003
IMGVR_UViG_3300012334_000002	IMGVR_UViG_3300012332_000003
IMGVR_UViG_3300012334_000002	IMGVR_UViG_3300012611_000002
IMGVR_UViG_3300012334_000002	IMGVR_UViG_3300012628_000003
IMGVR_UViG_3300012350_000011	IMGVR_UViG_3300012350_000011
IMGVR_UViG_3300012351_000007	IMGVR_UViG_3300012351_000007
IMGVR_UViG_3300012369_000003	IMGVR_UViG_3300012369_000003
IMGVR_UViG_3300012369_000003	IMGVR_UViG_3300011469_000003
IMGVR_UViG_3300012369_000003	IMGVR_UViG_3300012598_000004
IMGVR_UViG_3300012369_000003	IMGVR_UViG_3300012643_000002
IMGVR_UViG_3300012369_000003	IMGVR_UViG_3300013174_000005
IMGVR_UViG_3300012369_000003	IMGVR_UViG_3300013223_000005
IMGVR_UViG_3300012369_000003	IMGVR_UViG_3300013224_000003
IMGVR_UViG_3300012369_000003	IMGVR_UViG_3300013225_000003
IMGVR_UViG_3300012369_000003	IMGVR_UViG_3300013279_000002
IMGVR_UViG_3300012369_000003	IMGVR_UViG_3300013337_000003
IMGVR_UViG_3300012369_000003	IMGVR_UViG_3300013584_000003
IMGVR_UViG_3300012369_000003	IMGVR_UViG_3300013227_000003
IMGVR_UViG_3300012369_000003	IMGVR_UViG_3300012309_000004
IMGVR_UViG_3300012369_000003	IMGVR_UViG_3300013156_000004
IMGVR_UViG_3300012369_000003	IMGVR_UViG_3300013193_000009
IMGVR_UViG_3300012369_000003	IMGVR_UViG_3300013214_000003
IMGVR_UViG_3300012369_000003	IMGVR_UViG_3300013229_000003
IMGVR_UViG_3300012369_000003	IMGVR_UViG_3300013373_000003
IMGVR_UViG_3300012369_000003	IMGVR_UViG_3300014046_000003
IMGVR_UViG_3300012456_000003	IMGVR_UViG_3300011354_000003
IMGVR_UViG_3300012456_000003	IMGVR_UViG_3300012446_000003
IMGVR_UViG_3300012456_000003	IMGVR_UViG_3300012585_000002
IMGVR_UViG_3300012456_000003	IMGVR_UViG_3300012429_000003
IMGVR_UViG_3300012456_000003	IMGVR_UViG_3300012615_000003
IMGVR_UViG_3300012456_000003	IMGVR_UViG_3300013274_000003
IMGVR_UViG_3300012456_000003	IMGVR_UViG_3300013278_000004
IMGVR_UViG_3300012456_000003	IMGVR_UViG_3300013322_000002
IMGVR_UViG_3300012456_000003	IMGVR_UViG_3300013735_000002
IMGVR_UViG_3300012526_000002	IMGVR_UViG_3300012526_000002
IMGVR_UViG_3300012527_000001	IMGVR_UViG_3300012527_000001
IMGVR_UViG_3300012533_000010	IMGVR_UViG_3300012533_000010
IMGVR_UViG_3300012633_000001	IMGVR_UViG_3300012633_000001
IMGVR_UViG_3300012648_000003	IMGVR_UViG_3300012648_000003
IMGVR_UViG_3300012657_000006	IMGVR_UViG_3300012657_000006
IMGVR_UViG_3300012657_000006	IMGVR_UViG_3300011487_000002
IMGVR_UViG_3300012657_000006	IMGVR_UViG_3300012655_000002
IMGVR_UViG_3300012657_000006	IMGVR_UViG_3300013705_000003
IMGVR_UViG_3300012670_000006	IMGVR_UViG_3300012670_000006
IMGVR_UViG_3300012670_000006	IMGVR_UViG_3300015257_000019
IMGVR_UViG_3300012682_000034	IMGVR_UViG_3300012682_000034
IMGVR_UViG_3300012793_000002	IMGVR_UViG_3300012793_000002
IMGVR_UViG_3300012793_000002	IMGVR_UViG_3300011956_000004
IMGVR_UViG_3300012794_000001	IMGVR_UViG_3300012794_000001
IMGVR_UViG_3300012794_000003	IMGVR_UViG_3300012794_000003
IMGVR_UViG_3300012802_000002	IMGVR_UViG_3300012802_000002
IMGVR_UViG_3300012817_000001	IMGVR_UViG_3300012817_000001
IMGVR_UViG_3300012818_000001	IMGVR_UViG_3300012818_000001
IMGVR_UViG_3300012818_000001	IMGVR_UViG_3300012815_000002
IMGVR_UViG_3300012818_000001	IMGVR_UViG_3300012834_000002
IMGVR_UViG_3300012818_000001	IMGVR_UViG_3300012805_000001
IMGVR_UViG_3300012821_000002	IMGVR_UViG_3300012821_000002
IMGVR_UViG_3300012833_000001	IMGVR_UViG_3300012833_000001
IMGVR_UViG_3300012835_000002	IMGVR_UViG_3300012835_000002
IMGVR_UViG_3300012846_000002	IMGVR_UViG_3300012846_000002
IMGVR_UViG_3300012864_000003	IMGVR_UViG_3300012864_000003
IMGVR_UViG_3300012878_000003	IMGVR_UViG_3300012878_000003
IMGVR_UViG_3300012878_000004	IMGVR_UViG_3300012878_000004
IMGVR_UViG_3300012895_000002	IMGVR_UViG_3300012895_000002
IMGVR_UViG_3300012919_000098	IMGVR_UViG_3300012919_000098
IMGVR_UViG_3300012919_000169	IMGVR_UViG_3300012919_000169
IMGVR_UViG_3300012920_000025	IMGVR_UViG_3300012920_000025
IMGVR_UViG_3300012920_000503	IMGVR_UViG_3300012920_000503
IMGVR_UViG_3300012920_001040	IMGVR_UViG_3300012920_001040
IMGVR_UViG_3300012930_000017	IMGVR_UViG_3300012930_000017
IMGVR_UViG_3300012936_000118	IMGVR_UViG_3300012936_000118
IMGVR_UViG_3300012936_000773	IMGVR_UViG_3300012936_000773
IMGVR_UViG_2534682264_000005	IMGVR_UViG_2534682264_000005
IMGVR_UViG_2534682311_000001	IMGVR_UViG_2534682311_000001
IMGVR_UViG_2534682324_000008	IMGVR_UViG_2534682324_000008
IMGVR_UViG_2534682325_000007	IMGVR_UViG_2534682325_000007
IMGVR_UViG_2537561558_000001	IMGVR_UViG_2537561558_000001
IMGVR_UViG_2537561559_000001	IMGVR_UViG_2537561559_000001
IMGVR_UViG_2537561562_000006	IMGVR_UViG_2537561562_000006
